words,char,value
unhealthsomeness,16,198
unhealthy,9,114
unheaped,8,74
unhearable,10,87
unheard,7,71
unhearing,9,97
unhearsed,9,95
unheart,7,87
unhearten,9,106
unheartsome,11,139
unhearty,8,112
unheatable,10,89
unheated,8,78
unheathen,9,96
unheaved,8,80
unheaven,8,90
unheavenly,10,127
unheavily,9,117
unheaviness,11,137
unheavy,7,96
unhectored,10,113
unhedge,7,64
unhedged,8,68
unheed,6,57
unheeded,8,66
unheededly,10,103
unheedful,9,96
unheedfully,11,133
unheedfulness,13,153
unheeding,9,87
unheedingly,11,124
unheedy,7,82
unheeled,8,74
unheelpieced,12,107
unhefted,8,83
unheightened,12,120
unheired,8,84
unheld,6,64
unhele,6,65
unheler,7,83
unhelm,6,73
unhelmed,8,82
unhelmet,8,98
unhelmeted,10,107
unhelpable,10,96
unhelpableness,14,153
unhelped,8,85
unhelpful,9,115
unhelpfully,11,152
unhelpfulness,13,172
unhelping,9,106
unhelved,8,91
unhemmed,8,83
unheppen,8,99
unheralded,10,92
unheraldic,10,95
unherd,6,70
unherded,8,79
unhereditary,12,148
unheretical,11,116
unheritable,11,115
unhermetic,10,116
unhero,6,81
unheroic,8,93
unheroical,10,106
unheroically,12,143
unheroism,9,122
unheroize,9,121
unherolike,10,118
unhesitant,10,131
unhesitating,12,147
unhesitatingly,14,184
unhesitatingness,16,204
unheuristic,11,147
unhewable,9,91
unhewed,7,80
unhewn,6,85
unhex,5,72
unhid,5,56
unhidable,9,76
unhidableness,13,133
unhidably,9,96
unhidated,9,86
unhidden,8,79
unhide,6,61
unhidebound,11,117
unhideous,9,116
unhieratic,10,108
unhigh,6,67
unhilarious,11,147
unhinderable,12,113
unhinderably,12,133
unhindered,10,102
unhindering,11,123
unhinge,7,78
unhingement,11,130
unhinted,8,95
unhipped,8,93
unhired,7,79
unhissed,8,99
unhistoric,10,136
unhistorical,12,149
unhistorically,14,186
unhistory,9,149
unhistrionic,12,159
unhit,5,72
unhitch,7,83
unhitched,9,92
unhittable,10,112
unhive,6,79
unhoard,7,81
unhoarded,9,90
unhoarding,10,111
unhoary,7,102
unhoaxed,8,92
unhobble,8,79
unhocked,8,81
unhoed,6,67
unhogged,8,81
unhoist,7,106
unhoisted,9,115
unhold,6,74
unholiday,9,109
unholily,8,116
unholiness,10,136
unhollow,8,120
unhollowed,10,129
unholy,6,95
unhome,6,76
unhomelike,10,113
unhomelikeness,14,170
unhomeliness,12,154
unhomely,8,113
unhomish,8,107
unhomogeneity,13,171
unhomogeneous,13,172
unhomogeneously,15,209
unhomologous,12,175
unhoned,7,81
unhonest,8,116
unhonestly,10,153
unhoneyed,9,111
unhonied,8,90
unhonorable,11,125
unhonorably,11,145
unhonored,9,114
unhonoured,10,135
unhood,6,77
unhooded,8,86
unhoodwink,10,134
unhoodwinked,12,143
unhoofed,8,88
unhook,6,84
unhooked,8,93
unhoop,6,89
unhooped,8,98
unhooper,8,112
unhooted,8,102
unhoped,7,83
unhopedly,9,120
unhopedness,11,140
unhopeful,9,118
unhopefully,11,155
unhopefulness,13,175
unhoping,8,104
unhopingly,10,141
unhopped,8,99
unhoppled,9,111
unhorizoned,11,149
unhorizontal,12,173
unhorned,8,99
unhorny,7,115
unhoroscopic,12,156
unhorse,7,100
unhose,6,82
unhosed,7,86
unhospitable,12,142
unhospitableness,16,199
unhospitably,12,162
unhostile,9,123
unhostilely,11,160
unhostileness,13,180
unhostility,11,172
unhot,5,78
unhoundlike,11,134
unhouse,7,103
unhoused,8,107
unhouseled,10,124
unhouselike,11,140
unhousewifely,13,183
unhuddle,8,89
unhugged,8,87
unhull,6,88
unhulled,8,97
unhuman,7,92
unhumanize,10,132
unhumanized,11,136
unhumanly,9,129
unhumanness,11,149
unhumble,8,96
unhumbled,9,100
unhumbledness,13,157
unhumbleness,12,153
unhumbly,8,116
unhumbugged,11,123
unhumid,7,90
unhumiliated,12,137
unhumored,9,119
unhumorous,10,165
unhumorously,12,202
unhumorousness,14,222
unhumoured,10,140
unhung,6,85
unhuntable,10,118
unhunted,8,107
unhurdled,9,107
unhurled,8,103
unhurried,9,118
unhurriedly,11,155
unhurriedness,13,175
unhurrying,10,155
unhurryingly,12,192
unhurt,6,102
unhurted,8,111
unhurtful,9,141
unhurtfully,11,178
unhurtfulness,13,198
unhurting,9,132
unhusbanded,11,113
unhusbandly,11,141
unhushable,10,111
unhushed,8,100
unhushing,9,121
unhusk,6,94
unhusked,8,103
unhustled,9,124
unhustling,10,145
unhutched,9,104
unhuzzaed,9,126
unhydraulic,11,136
unhydrolyzed,12,177
unhygienic,10,115
unhygienically,14,165
unhygrometric,13,176
unhymeneal,10,118
unhymned,8,104
unhyphenated,12,141
unhyphened,10,120
unhypnotic,10,145
unhypnotizable,14,188
unhypnotize,11,173
unhypocritical,14,174
unhypocritically,16,211
unhypothecated,14,165
unhypothetical,14,177
unhysterical,12,155
uniambic,8,72
uniambically,12,122
uniangulate,11,125
uniarticular,12,147
uniarticulate,13,154
Uniat,5,65
uniat,5,65
Uniate,6,70
uniate,6,70
uniauriculate,13,155
uniauriculated,14,159
uniaxal,7,82
uniaxally,9,119
uniaxial,8,91
uniaxially,10,128
unibasal,8,79
unibivalent,11,129
unible,6,63
unibracteate,12,119
unibracteolate,14,146
unibranchiate,13,125
unicalcarate,12,108
unicameral,10,97
unicameralism,13,138
unicameralist,13,145
unicamerate,11,110
unicapsular,11,135
unicarinate,11,115
unicarinated,12,119
unice,5,52
uniced,6,56
unicell,7,76
unicellate,10,102
unicelled,9,85
unicellular,11,128
unicellularity,14,182
unicentral,10,117
unichord,8,92
uniciliate,10,103
unicism,7,88
unicist,7,95
unicity,7,101
uniclinal,9,95
unicolor,8,107
unicolorate,11,133
unicolored,10,116
unicolorous,11,162
uniconstant,11,150
unicorn,7,94
unicorneal,10,112
unicornic,9,106
unicornlike,11,131
unicornous,10,149
unicornuted,11,144
unicostate,10,127
unicotyledonous,15,212
unicum,6,81
unicursal,9,118
unicursality,12,172
unicursally,11,155
unicuspid,9,116
unicuspidate,12,142
unicycle,8,92
unicyclist,10,135
unidactyl,9,109
unidactyle,10,114
unidactylous,12,164
unideaed,8,63
unideal,7,66
unidealism,10,107
unidealist,10,114
unidealistic,12,126
unidealized,11,110
unidentate,10,113
unidentated,11,117
unidenticulate,14,158
unidentifiable,14,131
unidentifiableness,18,188
unidentifiably,14,151
unidentified,12,120
unidentifiedly,14,157
unidentifying,13,157
unideographic,13,130
unidextral,10,128
unidextrality,13,182
unidigitate,11,119
unidimensional,14,159
unidiomatic,11,118
unidiomatically,15,168
unidirect,9,103
unidirected,11,112
unidirection,12,141
unidirectional,14,154
unidle,6,65
unidleness,10,122
unidly,6,85
unidolatrous,12,169
unidolized,10,119
unidyllic,9,109
unie,4,49
uniembryonate,13,162
uniequivalent,13,170
uniface,7,59
unifaced,8,63
unifacial,9,76
unifactorial,12,129
unifarious,10,133
unifiable,9,79
unific,6,62
unification,11,121
unificationist,14,169
unificator,10,116
unified,7,68
unifiedly,9,105
unifiedness,11,125
unifier,7,82
unifilar,8,90
uniflagellate,13,125
unifloral,9,108
uniflorate,10,121
uniflorous,10,150
uniflow,7,100
uniflowered,11,132
unifocal,8,81
unifoliar,9,105
unifoliate,10,112
unifoliolate,12,139
Unifolium,9,120
uniform,7,96
uniformal,9,109
uniformalization,16,203
uniformalize,12,149
uniformally,11,146
uniformation,12,155
uniformed,9,105
uniformist,10,144
uniformitarian,14,168
uniformitarianism,17,209
uniformity,10,150
uniformization,14,190
uniformize,10,136
uniformless,11,151
uniformly,9,133
uniformness,11,153
unify,5,75
unigenesis,10,122
unigenetic,10,107
unigenist,9,118
unigenistic,11,130
unigenital,10,112
unigeniture,11,143
unigenous,9,125
uniglandular,12,134
uniglobular,11,132
unignitable,11,114
unignited,9,103
unignitible,11,122
unignominious,13,180
unignorant,10,133
unignored,9,107
unigravida,10,106
uniguttulate,12,171
unijugate,9,108
unijugous,9,137
unilabiate,10,94
unilabiated,11,98
unilamellar,11,118
unilamellate,12,125
unilaminar,10,112
unilaminate,11,119
unilateral,10,113
unilateralism,13,154
unilateralist,13,161
unilaterality,13,167
unilateralization,17,207
unilateralize,13,153
unilaterally,12,150
unilinear,9,103
unilingual,10,120
unilingualism,13,161
uniliteral,10,121
unilludedly,11,139
unillumed,9,111
unilluminated,13,155
unilluminating,14,176
unillumination,14,184
unillumined,11,134
unillusioned,12,155
unillusory,10,166
unillustrated,13,176
unillustrative,14,203
unillustrious,13,210
unilobal,8,86
unilobar,8,92
unilobate,9,99
unilobe,7,78
unilobed,8,82
unilobular,10,125
unilocular,10,126
unilocularity,13,180
uniloculate,11,133
unimacular,10,113
unimaged,8,74
unimaginable,12,108
unimaginableness,16,165
unimaginably,12,128
unimaginary,11,132
unimaginative,13,145
unimaginatively,15,182
unimaginativeness,17,202
unimagine,9,93
unimagined,10,97
unimanual,9,106
unimbanked,10,94
unimbellished,13,133
unimbezzled,11,137
unimbibed,9,79
unimbibing,10,100
unimbittered,12,140
unimbodied,10,96
unimboldened,12,118
unimbordered,12,128
unimbosomed,11,130
unimbowed,9,106
unimbowered,11,129
unimbroiled,11,122
unimbrowned,11,138
unimbrued,9,107
unimbued,8,89
unimedial,9,88
unimitable,10,106
unimitableness,14,163
unimitably,10,126
unimitated,10,116
unimitating,11,137
unimitative,11,143
unimmaculate,12,133
unimmanent,10,124
unimmediate,11,114
unimmerged,10,109
unimmergible,12,128
unimmersed,10,121
unimmigrating,13,155
unimmolated,11,127
unimmortal,10,136
unimmortalize,13,176
unimmortalized,14,180
unimmovable,11,127
unimmured,9,118
unimodal,8,89
unimodality,11,143
unimodular,10,128
unimolecular,12,144
unimolecularity,15,198
unimpair,8,101
unimpairable,12,121
unimpaired,10,110
unimpartable,12,132
unimparted,10,121
unimpartial,11,134
unimpassionate,14,176
unimpassioned,13,159
unimpassionedly,15,196
unimpassionedness,17,216
unimpatient,11,142
unimpawned,10,120
unimpeachability,16,168
unimpeachable,13,110
unimpeachableness,17,167
unimpeachably,13,130
unimpeached,11,99
unimpearled,11,118
unimped,7,82
unimpeded,9,91
unimpededly,11,128
unimpedible,11,110
unimpedness,11,139
unimpelled,10,111
unimpenetrable,14,155
unimperative,12,153
unimperial,10,118
unimperialistic,15,178
unimperious,11,160
unimpertinent,13,178
unimpinging,11,133
unimplanted,11,129
unimplicable,12,117
unimplicate,11,123
unimplicated,12,127
unimplicit,10,126
unimplicitly,12,163
unimplied,9,103
unimplorable,12,138
unimplored,10,127
unimpoisoned,12,154
unimportance,12,149
unimportant,11,161
unimportantly,13,198
unimported,10,135
unimporting,11,156
unimportunate,13,187
unimportunately,15,224
unimportuned,12,170
unimposed,9,116
unimposedly,11,153
unimposing,10,137
unimpostrous,12,200
unimpounded,11,136
unimpoverished,14,178
unimpowered,11,143
unimprecated,12,129
unimpregnable,13,137
unimpregnate,12,143
unimpregnated,13,147
unimpressed,11,143
unimpressibility,16,220
unimpressible,13,162
unimpressibleness,17,219
unimpressibly,13,182
unimpressionability,19,250
unimpressionable,16,192
unimpressive,12,170
unimpressively,14,207
unimpressiveness,16,227
unimprinted,11,143
unimprison,10,148
unimprisonable,14,168
unimprisoned,12,157
unimpropriated,14,179
unimprovable,12,148
unimprovableness,16,205
unimprovably,12,168
unimproved,10,137
unimprovedly,12,174
unimprovedness,14,194
unimprovement,13,185
unimproving,11,158
unimprovised,12,165
unimpugnable,12,135
unimpugned,10,124
unimpulsive,11,161
unimpurpled,11,149
unimputable,11,134
unimputed,9,123
unimucronate,12,154
unimultiplex,12,176
unimuscular,11,152
uninaugurated,13,156
unincantoned,12,134
unincarcerated,14,136
unincarnate,11,120
unincarnated,12,124
unincensed,10,108
uninchoative,12,141
unincidental,12,126
unincised,9,98
unincisive,10,125
unincited,9,99
uninclinable,12,116
uninclined,10,105
uninclining,11,126
uninclosed,10,116
uninclosedness,14,173
unincludable,12,118
unincluded,10,107
uninclusive,11,149
uninclusiveness,15,206
uninconvenienced,16,171
unincorporate,13,169
unincorporated,14,173
unincorporatedly,16,210
unincorporatedness,18,230
unincreasable,13,124
unincreased,11,113
unincreasing,12,134
unincubated,11,114
uninculcated,12,127
unincumbered,12,129
unindebted,10,98
unindebtedly,12,135
unindebtedness,14,155
unindemnified,13,127
unindentable,12,121
unindented,10,110
unindentured,12,149
unindexed,9,100
unindicable,11,94
unindicated,11,104
unindicative,12,131
unindictable,12,114
unindicted,10,103
unindifference,14,133
unindifferency,14,153
unindifferent,13,145
unindifferently,15,182
unindigent,10,117
unindignant,11,127
unindividual,12,140
unindividualize,15,180
unindividualized,16,184
unindividuated,14,157
unindorsed,10,123
uninduced,9,95
uninductive,11,142
unindulged,10,111
unindulgent,11,141
unindulgently,13,178
unindurated,11,131
unindustrial,12,162
unindustrialized,16,206
unindustrious,13,204
unindustriously,15,241
unindwellable,13,134
uninebriated,12,122
uninebriating,13,143
uninervate,10,129
uninerved,9,112
uninfallibility,15,175
uninfallible,12,117
uninfatuated,12,136
uninfectable,12,112
uninfected,10,101
uninfectious,12,156
uninfectiousness,16,213
uninfeft,8,95
uninferred,10,114
uninfested,10,117
uninfiltrated,13,153
uninfinite,10,121
uninfiniteness,14,178
uninfixed,9,106
uninflamed,10,99
uninflammability,16,181
uninflammable,13,123
uninflated,10,106
uninflected,11,113
uninflectedness,15,170
uninflicted,11,117
uninfluenceable,15,144
uninfluenced,12,128
uninfluencing,13,149
uninfluencive,13,155
uninfluential,13,158
uninfluentiality,16,212
uninfolded,10,104
uninformed,10,119
uninforming,11,140
uninfracted,11,115
uninfringeable,14,137
uninfringed,11,121
uninfringible,13,140
uninfuriated,12,142
uninfused,9,113
uningenious,11,148
uningeniously,13,185
uningeniousness,15,205
uningenuity,11,159
uningenuous,11,160
uningenuously,13,197
uningenuousness,15,217
uningested,10,118
uningrafted,11,119
uningrained,11,116
uninhabitability,16,176
uninhabitable,13,118
uninhabitableness,17,175
uninhabitably,13,138
uninhabited,11,107
uninhabitedness,15,164
uninhaled,9,88
uninheritability,16,196
uninheritable,13,138
uninherited,11,127
uninhibited,11,115
uninhibitive,12,142
uninhumed,9,109
uninimical,10,105
uniniquitous,12,189
uninitialed,11,118
uninitialled,12,130
uninitiate,10,122
uninitiated,11,126
uninitiatedness,15,183
uninitiation,12,155
uninjectable,12,116
uninjected,10,105
uninjurable,11,127
uninjured,9,116
uninjuredness,13,173
uninjuring,10,137
uninjurious,11,171
uninjuriously,13,208
uninjuriousness,15,228
uninked,7,78
uninlaid,8,84
uninn,5,72
uninnate,8,98
uninnocence,11,117
uninnocent,10,129
uninnocently,12,166
uninnocuous,11,166
uninnovating,12,160
uninoculable,12,129
uninoculated,12,139
uninodal,8,90
uninominal,10,122
uninquired,10,132
uninquiring,11,153
uninquisitive,13,189
uninquisitively,15,226
uninquisitiveness,17,246
uninquisitorial,15,208
uninsane,8,97
uninsatiable,12,127
uninscribed,11,118
uninserted,10,129
uninshrined,11,135
uninsinuated,12,151
uninsistent,11,164
uninsolvent,11,165
uninspected,11,130
uninspirable,12,140
uninspired,10,129
uninspiring,11,150
uninspiringly,13,187
uninspirited,12,158
uninspissated,13,170
uninstalled,11,131
uninstanced,11,124
uninstated,10,127
uninstigated,12,143
uninstilled,11,139
uninstituted,12,176
uninstructed,12,168
uninstructedly,14,205
uninstructedness,16,225
uninstructible,14,187
uninstructing,13,189
uninstructive,13,195
uninstructively,15,232
uninstructiveness,17,252
uninstrumental,14,201
uninsular,9,129
uninsulate,10,136
uninsulated,11,140
uninsultable,12,150
uninsulted,10,139
uninsulting,11,160
uninsurability,14,194
uninsurable,11,136
uninsured,9,125
unintegrated,12,138
unintellective,14,171
unintellectual,14,169
unintellectualism,17,210
unintellectuality,17,223
unintellectually,16,206
unintelligence,14,150
unintelligent,13,162
unintelligently,15,199
unintelligentsia,16,191
unintelligibility,17,209
unintelligible,14,151
unintelligibleness,18,208
unintelligibly,14,171
unintended,10,110
unintendedly,12,147
unintensive,11,152
unintent,8,117
unintentional,13,168
unintentionality,16,222
unintentionally,15,205
unintentionalness,17,225
unintently,10,154
unintentness,12,174
unintercalated,14,147
unintercepted,13,154
uninterchangeable,17,159
uninterdicted,13,146
uninterested,12,154
uninterestedly,14,191
uninterestedness,16,211
uninteresting,13,175
uninterestingly,15,212
uninterestingness,17,232
uninterferedwith,16,199
uninterjected,13,148
uninterlaced,12,126
uninterlarded,13,145
uninterleave,12,146
uninterleaved,13,150
uninterlined,12,145
uninterlinked,13,156
uninterlocked,13,151
unintermarrying,15,206
unintermediate,14,158
unintermingled,14,165
unintermission,14,199
unintermissive,14,197
unintermitted,13,172
unintermittedly,15,209
unintermittedness,17,229
unintermittent,14,202
unintermitting,14,193
unintermittingly,16,230
unintermittingness,18,250
unintermixed,12,156
uninternational,15,187
uninterpleaded,14,148
uninterpolated,14,174
uninterposed,12,160
uninterposing,13,181
uninterpretable,15,180
uninterpreted,13,169
uninterred,10,128
uninterrogable,14,161
uninterrogated,14,171
uninterrupted,13,185
uninterruptedly,15,222
uninterruptedness,17,242
uninterruptible,15,204
uninterruptibleness,19,261
uninterrupting,14,206
uninterruption,14,214
unintersected,13,157
uninterspersed,14,187
unintervening,13,172
uninterviewed,13,169
unintervolved,13,181
uninterwoven,12,180
uninthroned,11,142
unintimate,10,126
unintimated,11,130
unintimidated,13,143
unintitled,10,128
unintombed,10,117
unintoned,9,116
unintoxicated,13,159
unintoxicatedness,17,216
unintoxicating,14,180
unintrenchable,14,146
unintrenched,12,135
unintricate,11,134
unintrigued,11,142
unintriguing,12,163
unintroduced,12,148
unintroducible,14,167
unintroitive,12,176
unintromitted,13,182
unintrospective,15,210
unintruded,10,130
unintruding,11,151
unintrusive,11,172
unintrusively,13,209
unintrusted,11,165
unintuitive,11,164
unintwined,10,133
uninuclear,10,118
uninucleate,11,125
uninucleated,12,129
uninundated,11,127
uninured,8,106
uninurned,9,120
uninvadable,11,105
uninvaded,9,94
uninvaginated,13,141
uninvalidated,13,136
uninveighing,12,139
uninveigled,11,122
uninvented,10,128
uninventful,11,158
uninventibleness,16,204
uninventive,11,155
uninventively,13,192
uninventiveness,15,212
uninverted,10,132
uninvested,10,133
uninvestigable,14,160
uninvestigated,14,170
uninvestigating,15,191
uninvestigative,15,197
uninvidious,11,157
uninvidiously,13,194
uninvigorated,13,159
uninvincible,12,134
uninvite,8,114
uninvited,9,118
uninvitedly,11,155
uninviting,10,139
uninvoiced,10,116
uninvoked,9,115
uninvolved,10,138
uninweaved,10,118
uninwoven,9,137
uninwrapped,11,141
uninwreathed,12,142
Unio,4,59
unio,4,59
uniocular,9,114
unioid,6,72
Uniola,6,72
union,5,73
unioned,7,82
unionic,7,85
unionid,7,86
Unionidae,9,92
unioniform,10,134
unionism,8,114
unionist,8,121
unionistic,10,133
unionization,12,167
unionize,8,113
unionoid,8,101
unioval,7,94
uniovular,9,133
uniovulate,10,140
unipara,7,80
uniparental,11,131
uniparient,10,127
uniparous,9,134
unipartite,10,133
uniped,6,69
unipeltate,10,123
uniperiodic,11,123
unipersonal,11,144
unipersonalist,14,192
unipersonality,14,198
unipetalous,11,153
uniphase,8,93
uniphaser,9,111
uniphonous,10,152
uniplanar,9,106
uniplicate,10,110
unipod,6,79
unipolar,8,106
unipolarity,11,160
uniporous,9,148
unipotence,10,122
unipotent,9,134
unipotential,12,156
unipulse,8,117
uniquantic,10,129
unique,6,87
uniquely,8,124
uniqueness,10,144
uniquity,8,136
uniradial,9,89
uniradiate,10,102
uniradiated,11,106
uniradical,10,92
uniramose,9,115
uniramous,9,131
unirascible,11,113
unireme,7,85
unirenic,8,93
unirhyme,8,113
uniridescent,12,141
unironed,8,100
unironical,10,116
unirradiated,12,124
unirrigated,11,126
unirritable,11,129
unirritant,10,144
unirritated,11,139
unirritatedly,13,176
unirritating,12,160
unisepalous,11,152
uniseptate,10,130
uniserial,9,108
uniserially,11,145
uniseriate,10,121
uniseriately,12,158
uniserrate,10,130
uniserrulate,12,163
unisexed,8,101
unisexual,9,126
unisexuality,12,180
unisexually,11,163
unisilicate,11,122
unisoil,7,99
unisolable,10,110
unisolate,9,116
unisolated,10,120
unisomeric,10,126
unisometrical,13,159
unisomorphic,12,160
unison,6,92
unisonal,8,105
unisonally,10,142
unisonance,10,115
unisonant,9,127
unisonous,9,147
unisotropic,11,159
unisparker,10,132
unispiculate,12,150
unispinose,10,141
unispiral,9,119
unissuable,10,123
unissued,8,112
unistylist,10,168
unisulcate,10,125
unit,4,64
unitage,7,77
unital,6,77
unitalicized,12,133
Unitarian,9,107
unitarian,9,107
Unitarianism,12,148
Unitarianize,12,147
unitarily,9,129
unitariness,11,149
unitarism,9,124
unitarist,9,131
unitary,7,108
unite,5,69
uniteability,12,147
uniteable,9,89
uniteably,9,109
united,6,73
unitedly,8,110
unitedness,10,130
unitemized,10,126
unitentacular,13,159
uniter,6,87
uniting,7,94
unitingly,9,131
unition,7,102
unitism,7,105
unitistic,9,124
unitive,7,100
unitively,9,137
unitiveness,11,157
unitize,7,104
unitooth,8,122
unitrivalent,12,165
unitrope,8,118
unituberculate,14,172
unitude,7,94
unity,5,89
uniunguiculate,14,178
uniungulate,11,145
univalence,10,106
univalency,10,126
univalent,9,118
univalvate,10,127
univalve,8,106
univalvular,11,153
univariant,10,129
univerbal,9,104
universal,9,121
universalia,11,131
Universalian,12,145
Universalism,12,162
universalism,12,162
Universalist,12,169
universalist,12,169
Universalistic,14,181
universalistic,14,181
universality,12,175
universalization,16,215
universalize,12,161
universalizer,13,179
universally,11,158
universalness,13,178
universanimous,14,200
universe,8,113
universeful,11,152
universitarian,14,180
universitarianism,17,221
universitary,12,181
universitize,12,177
university,10,162
universityless,14,217
universitylike,14,199
universityship,14,214
universological,15,182
universologist,14,205
universology,12,182
univied,7,84
univocability,13,162
univocacy,9,113
univocal,8,97
univocalized,12,141
univocally,10,134
univocity,9,138
univoltine,10,141
univorous,9,154
unjacketed,10,94
unjaded,7,59
unjagged,8,69
unjailed,8,76
unjam,5,59
unjapanned,10,100
unjarred,8,91
unjarring,9,112
unjaundiced,11,106
unjaunty,8,126
unjealous,9,118
unjealoused,11,127
unjellied,9,92
unjesting,9,119
unjesuited,10,128
unjesuitical,12,144
unjesuitically,14,181
unjewel,7,90
unjeweled,9,99
unjewelled,10,111
Unjewish,8,109
unjilted,8,95
unjocose,8,102
unjocund,8,102
unjogged,8,83
unjogging,9,104
unjoin,6,83
unjoinable,10,103
unjoint,7,103
unjointed,9,112
unjointedness,13,169
unjointured,11,151
unjoking,8,101
unjokingly,10,138
unjolly,7,109
unjolted,8,101
unjostled,9,120
unjournalized,13,170
unjovial,8,104
unjovially,10,141
unjoyed,7,94
unjoyful,8,124
unjoyfully,10,161
unjoyfulness,12,181
unjoyous,8,140
unjoyously,10,177
unjoyousness,12,197
unjudgable,10,97
unjudge,7,82
unjudged,8,86
unjudgelike,11,119
unjudging,9,107
unjudicable,11,102
unjudicial,10,104
unjudicially,12,141
unjudicious,11,146
unjudiciously,13,183
unjudiciousness,15,203
unjuggled,9,101
unjuiced,8,87
unjuicy,7,103
unjumbled,9,102
unjumpable,10,115
unjust,6,105
unjustice,9,122
unjusticiable,13,146
unjustifiable,13,149
unjustifiableness,17,206
unjustifiably,13,169
unjustified,11,138
unjustifiedly,13,175
unjustifiedness,15,195
unjustify,9,145
unjustled,9,126
unjustly,8,142
unjustness,10,162
unjuvenile,10,133
unkaiserlike,12,135
unkamed,7,69
unked,5,55
unkeeled,8,77
unkembed,8,75
unkempt,7,100
unkemptly,9,137
unkemptness,11,157
unken,5,65
unkenned,8,88
unkennedness,12,145
unkennel,8,96
unkenneled,10,105
unkenning,9,109
unkensome,9,117
unkept,6,87
unkerchiefed,12,109
unket,5,71
unkey,5,76
unkeyed,7,85
unkicked,8,78
unkid,5,59
unkill,6,79
unkillability,13,157
unkillable,10,99
unkilled,8,88
unkilling,9,109
unkilned,8,90
unkin,5,69
unkind,6,73
unkindhearted,13,134
unkindled,9,94
unkindledness,13,151
unkindlily,10,131
unkindliness,12,151
unkindling,10,115
unkindly,8,110
unkindness,10,130
unkindred,9,100
unkindredly,11,137
unking,6,76
unkingdom,9,108
unkinged,8,85
unkinger,8,99
unkinglike,10,113
unkingly,8,113
unkink,6,80
unkinlike,9,106
unkirk,6,84
unkiss,6,93
unkissed,8,102
unkist,6,94
unknave,7,88
unkneaded,9,79
unkneeling,10,112
unknelled,9,98
unknew,6,88
unknight,8,104
unknighted,10,113
unknightlike,12,141
unknit,6,89
unknittable,11,129
unknitted,9,118
unknitting,10,139
unknocked,9,98
unknocking,10,119
unknot,6,95
unknotted,9,124
unknotty,8,140
unknow,6,98
unknowability,13,176
unknowable,10,118
unknowableness,14,175
unknowably,10,138
unknowing,9,128
unknowingly,11,165
unknowingness,13,185
unknowledgeable,15,151
unknown,7,112
unknownly,9,149
unknownness,11,169
unknownst,9,151
unkodaked,9,86
unkoshered,10,120
unlabeled,9,76
unlabialize,11,112
unlabiate,9,85
unlaborable,11,103
unlabored,9,92
unlaboring,10,113
unlaborious,11,147
unlaboriously,13,184
unlaboriousness,15,204
unlace,6,56
unlaced,7,60
unlacerated,11,104
unlackeyed,10,101
unlacquered,11,121
unlade,6,57
unladen,7,71
unladled,8,73
unladyfied,10,101
unladylike,10,114
unlagging,9,92
unlaid,6,61
unlame,6,66
unlamed,7,70
unlamented,10,109
unlampooned,11,130
unlanced,8,74
unland,6,66
unlanded,8,75
unlandmarked,12,118
unlanguaged,11,107
unlanguid,9,103
unlanguishing,13,156
unlanterned,11,128
unlap,5,64
unlapped,8,89
unlapsed,8,92
unlapsing,9,113
unlarded,8,79
unlarge,7,78
unlash,6,75
unlashed,8,84
unlasher,8,98
unlassoed,9,110
unlasting,9,117
unlatch,7,79
unlath,6,76
unlathed,8,85
unlathered,10,108
unlatinized,11,135
unlatticed,10,109
unlaudable,10,93
unlaudableness,14,150
unlaudably,10,113
unlauded,8,82
unlaugh,7,84
unlaughing,10,114
unlaunched,10,103
unlaundered,11,119
unlaureled,10,113
unlaved,7,79
unlaving,8,100
unlavish,8,106
unlavished,10,115
unlaw,5,71
unlawed,7,80
unlawful,8,110
unlawfully,10,147
unlawfulness,12,167
unlawlearned,12,130
unlawlike,9,108
unlawly,7,108
unlawyered,10,128
unlawyerlike,12,156
unlay,5,73
unlayable,9,93
unleached,9,73
unlead,6,57
unleaded,8,66
unleaderly,10,117
unleaf,6,59
unleafed,8,68
unleagued,9,90
unleaguer,9,104
unleakable,10,84
unleaky,7,89
unleal,6,65
unlean,6,67
unleared,8,80
unlearn,7,85
unlearnability,14,163
unlearnable,11,105
unlearnableness,15,162
unlearned,9,94
unlearnedly,11,131
unlearnedness,13,151
unlearning,10,115
unlearnt,8,105
unleasable,10,92
unleased,8,81
unleash,7,80
unleashed,9,89
unleathered,11,113
unleave,7,80
unleaved,8,84
unleavenable,12,114
unleavened,10,103
unlectured,10,123
unled,5,56
unleft,6,78
unlegacied,10,81
unlegal,7,72
unlegalized,11,116
unlegally,9,109
unlegalness,11,129
unlegate,8,85
unlegislative,13,156
unleisured,10,128
unleisuredness,14,185
unleisurely,11,161
unlenient,9,114
unlensed,8,94
unlent,6,86
unless,6,90
unlessened,10,118
unlessoned,10,128
unlet,5,72
unlettable,10,112
unletted,8,101
unlettered,10,124
unletteredly,12,161
unletteredness,14,181
unlettering,11,145
unletterlike,12,152
unlevel,7,91
unleveled,9,100
unlevelly,9,128
unlevelness,11,148
unlevied,8,92
unlevigated,11,120
unlexicographical,17,178
unliability,11,134
unliable,8,76
unlibeled,9,84
unliberal,9,94
unliberalized,13,138
unliberated,11,111
unlibidinous,12,149
unlicensed,10,106
unlicentiated,13,137
unlicentious,12,162
unlichened,10,95
